|srn|nl|keep_row
3041|Den tnapu so ferwondru e luku.|De <unk> zo prediken|keep row: both source and target contain non numerical text!
3042|A kamrawentye san ben sorgu gi kownufrow ben lon doro tu.|De situatie die voor <unk> zorgde en rende ook rond.|keep row: both source and target contain non numerical text!
3043|En srefi tnapu e luku so ferwondru.|Hij zelf en kijkt zo ' n situatie|keep row: both source and target contain non numerical text!
3044|Dan a kamrawentye aksi en taki: Mi lespeki kownufrow Margreta, san psa nanga yu?|Toen vroeg de natie hem en zei: Ik heb respect en wat er met <unk> is gebeurd|keep row: both source and target contain non numerical text!
3045|Kownufrow drai luku den, a piri en ai dan a taki nanga tranga sten: Mi noso langa tumsi!|<unk> Kijk en kijkt dan met geweld en ik of lang <unk>|keep row: both source and target contain non numerical text!
3046|Ala den dri sma san ben de ini a kamra bigin lafu.|Alle drie personen die in het begin van <unk> waren|keep row: both source and target contain non numerical text!
3047|Ne kownufrow Margreta ati bron moro.|<unk> <unk> werd boos meer.|keep row: both source and target contain non numerical text!
3048|A bari taki: Fosi neti tapu, mi wani taki un dri di de dya ini mi kamra mus feni wan fasi taki mi noso kon moi.|Hij riep uit: Vroeger en ik wil u drie die hier in mij zijn en moet een manier vinden dat ik of kom|keep row: both source and target contain non numerical text!
3049|Efu dati no psa, mi o meki den srudati koti un noso puru.|Als dat niet en ik zal de soldaten u of <unk> laten oogsten|keep row: both source and target contain non numerical text!
3050|Un gwe kmoto fu mi kamra!|<unk> weg en van mijn organisatie|keep row: both source and target contain non numerical text!
3051|A kamrawentye nanga den tu waktiman skreki.|De situatie met de twee <unk>|keep row: both source and target contain non numerical text!
3052|Den no ben sabi san den mus du.|Zij wisten niet wat zij moeten prediken|keep row: both source and target contain non numerical text!
3053|Den kmoto ini a kamra, den tapu a kamra doro, dan den go na gron.|De <unk> in de natie <unk> gingen vervolgens naar <unk>|keep row: both source and target contain non numerical text!
3054|Di den ferteri den trawan ini a oso, den srefi bigin lafu tu.|Toen ze de anderen in de situatie vertelden en ze begonnen ook te maken.|keep row: both source and target contain non numerical text!
3055|Dan den alamala bigin denki san den bo du fu meki kownufrow Margreta noso kon moro moi.|Dan beginnen zij allemaal te denken wat zij zouden doen om <unk> of verdere eenheid te|keep row: both source and target contain non numerical text!
3056|Kownufrow Margreta ben sidon fesi en spikri e krei fa en noso langa so.|<unk> zat voor hem en hoe hij of lange <unk> zat|keep row: both source and target contain non numerical text!
3057|Ala sma san ben go ini a kamra fu go taigi en taki a no tru taki en noso langa, a ben yagi den gwe.|Allen die in de situatie gingen om hem te vertellen dat hij of <unk> de <unk> niet waar was|keep row: both source and target contain non numerical text!
3058|Wantu datra san suku fu yepi en a ben yagi gwe tu.|En de dokter die hem probeerde te helpen was hij ook wegge@@|keep row: both source and target contain non numerical text!
3059|Bakadina ben doro kba, dan den no ben feni no wan sma ete san ben kan yepi kownufrow Margreta.|<unk> bereikte en vond er nog niemand wat <unk> kon helpen|keep row: both source and target contain non numerical text!
3060|Ete wan yuru ben tan fosi neti bo tapu.|<unk> Naar een uur bleef <unk> ' s nachts|keep row: both source and target contain non numerical text!
3061|Ne wan fu den waktiman san ben ori wakti na a kamra fu kownufrow Margreta lon gwe na strati.|<unk> Een van hen en wat op de dag van <unk> wachtte en naar <unk> vluchtte|keep row: both source and target contain non numerical text!
3062|A lon te a kon weri.|De vlucht tot <unk>|keep row: both source and target contain non numerical text!
3063|Dan a go sidon na sei pasi let' ondro wan tamalenbon e krei.|Dan gaat hij op weg zitten en onder een natie <unk>|keep row: both source and target contain non numerical text!
3064|Ai figi en fesi, ai bro en noso, dan toku en ai e lon watra.|En zijn eigen ogen en zijn organisatie stroomt zijn ogen en toch vlucht|keep row: both source and target contain non numerical text!
3065|Ai denki nomo taki: Efu neti tapu mi no abi mi noso moro.|En denk maar ook: Als ik 's avonds niet meer heb.|keep row: both source and target contain non numerical text!
3066|Ne wan man waka e kon dan a si taki en ai ben lon watra.|<unk> Een man komt dan te zien dat zijn ogen vluchtte|keep row: both source and target contain non numerical text!
3067|A taki: Yongu, yu leki wan yonk'man e sidon e krei so.|Hij zei: En gij als een natie zit <unk>|keep row: both source and target contain non numerical text!
3068|Wan sani mus fu hati yu dan?|E<unk> ding moet voor eeuwig zijn|keep row: both source and target contain non numerical text!
3069|Nanga wan kreisten a waktiman taki: We meneer, kownufrow feni taki en noso langa tumsi.|Met een natie zei: Welnu en vindt dat hij of lang <unk> vindt|keep row: both source and target contain non numerical text!
3070|Efu un no feni wan fasi taki en noso kon moi, dan a o koti un noso puru.|Als wij geen aanspraak vinden of komen en dan zal hij u of <unk> oogsten|keep row: both source and target contain non numerical text!
3071|A man bigin lafu leki a no de bun na en ede.|De man begon te beginnen als hij niet goed bij zijn organisatie|keep row: both source and target contain non numerical text!
3072|A waktiman opo en ede dan a bigin lafu tu.|De natie opende zijn hoofd en begon ook te maken.|keep row: both source and target contain non numerical text!
3073|Dan a man taki: Iya mi boi, lafu, bika ferberde siki no abi dresi.|Dan zei de man: En ik ben <unk> , want <unk> ziekte heeft geen vrede|keep row: both source and target contain non numerical text!
3074|Yèrè, tyari mi go na kownufrow.|<unk> Breng mij naar <unk>|keep row: both source and target contain non numerical text!
3075|Mi na wan pikin tofruman.|Ik ben een kleine natie|keep row: both source and target contain non numerical text!
3076|Mi o luku san mi kan du gi kownufrow.|Ik zal zien wat ik voor <unk> kan doen|keep row: both source and target contain non numerical text!
3077|Kon meki un gwe!|Uw eenheid bekendmaken|keep row: both source and target contain non numerical text!
3078|A man hari a waktiman opo, dan den waka go na kownufrow oso.|De man trok de situatie op en ging naar huis aan.|keep row: both source and target contain non numerical text!
3079|A tra waktiman nanga a kamrawentye, senwe ben bigin naki den, taki den ben abi fu dringi sukruwatra fu den ben kan ori densrefi.|De tegenstelling tot de natie <unk> begon te slaan en te drinken en <unk> te bewaren|keep row: both source and target contain non numerical text!
3080|Di den si taki a wan waktiman ben kon nanga wan man, den ben breiti, bika neti ben doro kba.|Toen zij zagen dat de ene natie met een natie kwam , predikten zij omdat de nacht <unk> aankwam|keep row: both source and target contain non numerical text!
3081|Dan a kamrawentye lon go esi go naki tapu a kamra doro fu kownufrow Margreta.|Dan sloeg de natie snel op de dag van <unk>|keep row: both source and target contain non numerical text!
3082|A bari taki: Suma de dape!|Hij riep uit: Wie is <unk>|keep row: both source and target contain non numerical text!
3083|A kamrawentye piki: Na mi, mi lespeki kownufrow.|De situatie en ik respect|keep row: both source and target contain non numerical text!
3084|Mi tyari wan man kon gi yu san kan yepi yu.|Ik heb een man voor jou gebracht wat je kan helpen.|keep row: both source and target contain non numerical text!
3085|Kownufrow Margreta taki: Ooo.|<unk> zei: <unk>|keep row: both source and target contain non numerical text!
3086|Na kon mi ben kon fu taigi wantu srudati meki den koti un dri noso puru.|Ik kwam voor enkele soldaten om ons drie of <unk> te vertellen|keep row: both source and target contain non numerical text!
3087|Meki a man kon na inisei.|De man verenigd|keep row: both source and target contain non numerical text!
3088|Ma yu kan gwe go yepi den trawan na ini a kukru.|Maar u kunt de anderen in de situatie verlaten|keep row: both source and target contain non numerical text!
3089|A kamrawentye opo a doro gi a man.|De natie opende de deur voor de man.|keep row: both source and target contain non numerical text!
3090|A man go na inisei, dan a kamrawentye tapu a doro.|De man ging naar <unk> dan de situatie|keep row: both source and target contain non numerical text!
3091|A go yepi den trawan ini a kukru.|Hij ging de anderen in de situatie helpen|keep row: both source and target contain non numerical text!
3092|Kownufrow Margreta ben sidon fesi en spikri dan a aksi a man taki: Suma na yu?|<unk> zat voor hem en vroeg de man: Wie is <unk>|keep row: both source and target contain non numerical text!
3093|A man piki en taki: Mi na wan pikin tofruman.|De man antwoordde: Ik ben een klein natie|keep row: both source and target contain non numerical text!
3094|Mi nen na Branco, mi lespeki kownufrow.|Mijn naam is en ik respect|keep row: both source and target contain non numerical text!
3095|Kownufrow Margreta drai luku a man nanga wan bun swa fesi.|<unk> Kijk de man met een goede natie op|keep row: both source and target contain non numerical text!
3096|Dan a taki: Yere dya, tofruman Branco.|Vervolgens zei hij: <unk> <unk> <unk>|keep row: both source and target contain non numerical text!
3097|Mi noso langa tumsi èn mi wani taki a mu kon moi.|Ik of heel lang genoeg wil ik dat hij moet komen|keep row: both source and target contain non numerical text!
3098|Efu yu no man du san mi wani, dan mi o meki den koti yu noso wantron puru.|Als u niet kunt doen wat ik heb en dan zal ik u of <unk> maken|keep row: both source and target contain non numerical text!
3099|Tofruman Branco ben wani lafu ma a ori ensrefi.|<unk> wilde <unk> <unk> maar <unk> houden|keep row: both source and target contain non numerical text!
3100|A taki: Yu mu du san mi e taigi yu.|Hij zei: Je moet doen wat ik je zegt.|keep row: both source and target contain non numerical text!
3101|Den tofru wortu san mi e taki e wroko siksi leisi nomo.|De <unk> woorden die ik spreek en lezen|keep row: both source and target contain non numerical text!
3102|Dati wani taki dat mi lespeki kownufrow Margreta kan winsi siksi tron san yu wani.|Dat betekent dat ik respect en wensen en te worden en te worden wat uw organisatie|keep row: both source and target contain non numerical text!
3103|Ma efu mi tiki broko bifo mi kba taki den tofruwortu, dati wani taki dati mi bigi basi abi mi fanowdu èn dan yu no o si mi moro.|Maar als mijn stok voordat ik klaar heb dat die <unk> betekenen dat mijn grote baas mij nodig heb, zul je me niet meer zien meer.|keep row: both source and target contain non numerical text!
3104|Kownufrow taki: Mi no abi trobi san yu e taki dape.|<unk> zei: Ik heb geen conflict over wat u zegt en|keep row: both source and target contain non numerical text!
3105|Solanga mi de dya yu mu du san mi e taigi yu.|En ik ben hier moet je doen wat ik je zegt.|keep row: both source and target contain non numerical text!
3106|So du san mi e taigi yu now.|Dus wat ik tot u zeg|keep row: both source and target contain non numerical text!
3107|Meki mi noso kon moi.|Maak mij of kom|keep row: both source and target contain non numerical text!
3108|Tofruman Branco taki: Mi lespeki kownufrow Margreta, drai tnapu luku yusrefi ini a spikri, dan yu mu tapu yu ai.|<unk> zei: Ik heb gerespecteerd en kijkt u in de organisatie dan moet u uw natie beletten|keep row: both source and target contain non numerical text!
